1,1,1012,342,121,326,1,1,1
2,1,1010,341,122,326,1,1,1
3,1,1008,340,123,326,1,1,1
4,1,1006,339,125,326,1,1,1
5,1,1004,338,126,326,1,1,1
6,1,1002,337,128,327,1,1,1
7,1,1000,336,129,327,1,1,1
8,1,998,335,130,327,1,1,1
9,1,996,334,132,327,1,1,1
10,1,994,333,133,327,1,1,1
11,1,992,332,135,328,1,1,1
12,1,991,331,135,328,1,1,1
13,1,990,331,134,329,1,1,1
14,1,989,331,135,330,1,1,1
15,1,989,331,135,330,1,1,1
16,1,988,331,135,331,1,1,1
17,1,987,330,135,332,1,1,1
18,1,987,330,134,332,1,1,1
19,1,986,330,135,333,1,1,1
20,1,985,330,135,334,1,1,1
21,1,985,330,135,335,1,1,1
22,1,994,328,131,336,1,1,1
23,1,1003,327,127,337,1,1,1
24,1,1013,326,123,338,1,1,1
25,1,1022,324,118,339,1,1,1
26,1,1032,323,115,340,1,1,1
27,1,1041,322,111,341,1,1,1
28,1,1050,320,107,342,1,1,1
29,1,1060,319,103,343,1,1,1
30,1,1069,318,99,344,1,1,1
31,1,1079,317,95,346,1,1,1
32,1,1092,316,94,346,1,1,1
33,1,1105,316,94,346,1,1,1
34,1,1118,316,93,346,1,1,1
35,1,1132,315,93,346,1,1,1
36,1,1145,315,92,347,1,1,1
37,1,1158,315,92,347,1,1,1
38,1,1172,314,91,347,1,1,1
39,1,1185,314,91,347,1,1,1
40,1,1198,314,90,347,1,1,1
41,1,1212,314,90,348,1,1,1
42,1,1217,313,93,348,1,1,1
43,1,1222,313,96,348,1,1,1
44,1,1227,312,99,349,1,1,1
45,1,1232,312,102,349,1,1,1
46,1,1238,312,106,350,1,1,1
47,1,1243,311,109,350,1,1,1
48,1,1248,311,112,350,1,1,1
49,1,1253,310,115,351,1,1,1
50,1,1258,310,118,351,1,1,1
51,1,1264,310,122,352,1,1,1
52,1,1272,309,121,352,1,1,1
53,1,1280,309,121,353,1,1,1
54,1,1288,309,120,353,1,1,1
55,1,1296,309,120,354,1,1,1
56,1,1304,309,120,355,1,1,1
57,1,1312,309,119,355,1,1,1
58,1,1320,309,119,356,1,1,1
59,1,1328,309,118,356,1,1,1
60,1,1336,309,118,357,1,1,1
61,1,1344,309,118,358,1,1,1
62,1,1345,308,120,357,1,1,1
63,1,1347,308,122,356,1,1,1
64,1,1348,308,124,355,1,1,1
65,1,1350,308,126,354,1,1,1
66,1,1352,308,128,354,1,1,1
67,1,1353,308,130,353,1,1,1
68,1,1355,308,132,352,1,1,1
69,1,1356,308,134,351,1,1,1
70,1,1358,308,136,350,1,1,1
71,1,1360,308,138,350,1,1,1
72,1,1359,309,137,349,1,1,1
73,1,1359,310,136,348,1,1,1
74,1,1358,311,135,347,1,1,1
75,1,1358,312,134,347,1,1,1
76,1,1358,313,133,346,1,1,1
77,1,1357,314,132,345,1,1,1
78,1,1357,315,131,345,1,1,1
79,1,1356,316,130,344,1,1,1
80,1,1356,317,129,343,1,1,1
81,1,1356,318,128,343,1,1,1
82,1,1353,319,129,342,1,1,1
83,1,1351,320,130,341,1,1,1
84,1,1349,321,131,340,1,1,1
85,1,1347,322,132,339,1,1,1
86,1,1345,324,134,338,1,1,1
87,1,1343,325,135,337,1,1,1
88,1,1341,326,136,336,1,1,1
