3, 2, 1335.63, 1120.64, 152.26, 387.12, 1, -1, -1, -1
3, 5, 531.69, 1158.90, 97.00, 214.66, 1, -1, -1, -1
3, 6, 985.38, 1147.21, 94.42, 231.02, 1, -1, -1, -1
3, 7, 2666.63, 1176.22, 137.06, 336.00, 1, -1, -1, -1
3, 8, 51.57, 1147.20, 65.70, 164.22, 1, -1, -1, -1
3, 9, 1501.43, 1151.77, 94.58, 259.77, 1, -1, -1, -1
3, 10, 1024.16, 1117.69, 271.82, 611.61, 1, -1, -1, -1
3, 11, 299.04, 1150.42, 70.32, 162.78, 1, -1, -1, -1
3, 12, 132.42, 1144.97, 70.20, 175.48, 1, -1, -1, -1
3, 13, 383.71, 1155.22, 74.77, 159.53, 1, -1, -1, -1
3, 14, 190.86, 1152.02, 58.89, 164.95, 1, -1, -1, -1
3, 15, 815.86, 1186.23, 101.85, 132.00, 1, -1, -1, -1
3, 16, 237.33, 1144.67, 71.56, 173.33, 1, -1, -1, -1
4, 2, 1333.84, 1118.36, 153.30, 389.62, 1, -1, -1, -1
4, 5, 524.14, 1154.11, 98.08, 217.00, 1, -1, -1, -1
4, 6, 983.75, 1145.40, 95.09, 232.57, 1, -1, -1, -1
4, 7, 2664.80, 1174.45, 137.72, 337.53, 1, -1, -1, -1
4, 8, 50.88, 1146.93, 65.29, 163.21, 1, -1, -1, -1
4, 9, 1501.64, 1147.82, 99.71, 273.84, 1, -1, -1, -1
4, 10, 1029.46, 1113.21, 274.10, 616.72, 1, -1, -1, -1
4, 11, 297.35, 1149.90, 70.10, 162.26, 1, -1, -1, -1
4, 12, 127.15, 1145.67, 69.40, 173.52, 1, -1, -1, -1
4, 13, 383.07, 1154.21, 74.97, 159.96, 1, -1, -1, -1
4, 14, 189.58, 1150.51, 59.08, 165.63, 1, -1, -1, -1
4, 15, 811.99, 1184.46, 105.65, 136.93, 1, -1, -1, -1
4, 16, 233.66, 1143.21, 71.82, 174.03, 1, -1, -1, -1
5, 2, 1333.32, 1117.69, 153.66, 390.35, 1, -1, -1, -1
5, 5, 514.79, 1151.19, 98.14, 217.05, 1, -1, -1, -1
5, 6, 981.83, 1144.12, 95.93, 234.53, 1, -1, -1, -1
5, 7, 2663.38, 1172.43, 138.25, 338.75, 1, -1, -1, -1
5, 8, 50.03, 1145.39, 65.76, 164.39, 1, -1, -1, -1
5, 9, 1503.50, 1145.83, 102.20, 280.54, 1, -1, -1, -1
5, 10, 1038.10, 1107.40, 277.50, 624.19, 1, -1, -1, -1
5, 11, 296.11, 1149.05, 70.02, 162.08, 1, -1, -1, -1
5, 12, 122.73, 1145.92, 68.87, 172.17, 1, -1, -1, -1
