1,2,1357,1125,129,382,1,1,1
2,2,1354,1124,132,382,1,1,1
3,2,1352,1124,135,381,1,1,1
4,2,1350,1124,138,380,1,1,1
5,2,1347,1123,141,381,1,1,1
6,2,1345,1123,144,380,1,1,1
7,2,1343,1123,147,379,1,1,1
8,2,1340,1122,150,380,1,1,1
9,2,1338,1122,153,379,1,1,1
10,2,1336,1122,156,378,1,1,1
11,2,1334,1122,159,378,1,1,1
12,2,1339,1123,154,373,1,1,1
13,2,1344,1125,149,367,1,1,1
14,2,1349,1127,144,361,1,1,1
15,2,1354,1128,139,356,1,1,1
16,2,1360,1130,133,350,1,1,1
17,2,1365,1132,128,344,1,1,1
18,2,1370,1133,123,339,1,1,1
19,2,1375,1135,118,333,1,1,1
20,2,1380,1137,113,327,1,1,1
21,2,1386,1139,108,321,1,1,1
22,2,1388,1139,107,322,1,1,1
23,2,1391,1139,106,323,1,1,1
24,2,1394,1139,104,325,1,1,1
25,2,1396,1139,104,326,1,1,1
26,2,1399,1140,102,327,1,1,1
27,2,1402,1140,101,328,1,1,1
28,2,1404,1140,100,329,1,1,1
29,2,1407,1140,99,331,1,1,1
30,2,1410,1140,97,332,1,1,1
31,2,1413,1141,96,333,1,1,1
32,2,1415,1141,96,334,1,1,1
33,2,1418,1141,94,335,1,1,1
34,2,1421,1141,93,337,1,1,1
35,2,1423,1141,92,338,1,1,1
36,2,1426,1142,91,339,1,1,1
37,2,1429,1142,89,340,1,1,1
38,2,1431,1142,89,341,1,1,1
39,2,1434,1142,87,343,1,1,1
40,2,1437,1142,86,344,1,1,1
41,2,1440,1143,85,345,1,1,1
42,2,1441,1143,85,342,1,1,1
43,2,1443,1143,85,340,1,1,1
44,2,1445,1143,84,338,1,1,1
45,2,1447,1143,84,336,1,1,1
46,2,1449,1143,83,334,1,1,1
47,2,1450,1143,84,331,1,1,1
48,2,1452,1143,83,329,1,1,1
49,2,1454,1143,83,327,1,1,1
50,2,1456,1143,82,325,1,1,1
51,2,1458,1143,82,323,1,1,1
52,2,1461,1142,83,323,1,1,1
53,2,1464,1142,85,323,1,1,1
54,2,1467,1141,86,324,1,1,1
55,2,1470,1141,88,324,1,1,1
56,2,1473,1141,90,324,1,1,1
57,2,1476,1140,91,324,1,1,1
58,2,1479,1140,93,324,1,1,1
59,2,1482,1139,94,325,1,1,1
60,2,1485,1139,96,325,1,1,1
61,2,1488,1139,98,325,1,1,1
62,2,1490,1139,99,326,1,1,1
63,2,1492,1139,100,328,1,1,1
64,2,1495,1139,100,329,1,1,1
65,2,1497,1139,101,331,1,1,1
66,2,1500,1139,102,333,1,1,1
67,2,1502,1139,103,334,1,1,1
68,2,1504,1139,104,336,1,1,1
69,2,1507,1139,104,337,1,1,1
70,2,1509,1139,105,339,1,1,1
71,2,1512,1139,106,341,1,1,1
72,2,1513,1139,111,344,1,1,1
73,2,1515,1139,116,348,1,1,1
74,2,1517,1140,120,351,1,1,1
75,2,1519,1140,125,355,1,1,1
76,2,1521,1141,130,358,1,1,1
77,2,1523,1141,134,361,1,1,1
78,2,1525,1141,139,365,1,1,1
79,2,1527,1142,143,368,1,1,1
80,2,1529,1142,148,372,1,1,1
81,2,1531,1143,153,375,1,1,1
82,2,1536,1143,152,374,1,1,1
83,2,1541,1143,151,374,1,1,1
84,2,1546,1143,150,374,1,1,1
85,2,1552,1143,149,373,1,1,1
86,2,1557,1144,148,372,1,1,1
87,2,1562,1144,147,372,1,1,1
88,2,1568,1144,146,371,1,1,1
89,2,1573,1144,145,371,1,1,1
90,2,1578,1144,144,371,1,1,1
91,2,1584,1145,143,370,1,1,1
92,2,1585,1143,147,372,1,1,1
93,2,1587,1142,151,373,1,1,1
94,2,1588,1141,155,375,1,1,1
95,2,1590,1140,159,376,1,1,1
96,2,1591,1139,164,378,1,1,1
97,2,1593,1138,167,379,1,1,1
98,2,1594,1137,172,380,1,1,1
99,2,1596,1136,175,382,1,1,1
100,2,1597,1135,180,383,1,1,1
101,2,1599,1134,184,385,1,1,1
102,2,1605,1135,181,383,1,1,1
103,2,1612,1137,177,380,1,1,1
104,2,1618,1138,174,378,1,1,1
105,2,1625,1140,171,375,1,1,1
106,2,1632,1142,167,372,1,1,1
107,2,1638,1143,164,370,1,1,1
108,2,1645,1145,161,367,1,1,1
109,2,1651,1146,158,365,1,1,1
110,2,1658,1148,154,362,1,1,1
111,2,1665,1150,151,360,1,1,1
112,2,1668,1150,151,359,1,1,1
113,2,1671,1150,151,358,1,1,1
114,2,1674,1151,151,356,1,1,1
115,2,1677,1151,152,355,1,1,1
116,2,1680,1152,152,353,1,1,1
117,2,1683,1152,152,352,1,1,1
118,2,1686,1152,153,351,1,1,1
119,2,1689,1153,153,349,1,1,1
120,2,1692,1153,153,348,1,1,1
121,2,1696,1154,153,346,1,1,1
122,2,1700,1152,152,347,1,1,1
123,2,1704,1151,152,348,1,1,1
124,2,1708,1150,152,349,1,1,1
125,2,1712,1149,151,349,1,1,1
126,2,1716,1148,151,350,1,1,1
127,2,1720,1147,151,351,1,1,1
128,2,1724,1146,150,351,1,1,1
129,2,1728,1145,150,352,1,1,1
130,2,1732,1144,150,353,1,1,1
131,2,1736,1143,150,354,1,1,1
132,2,1740,1142,150,354,1,1,1
133,2,1744,1141,151,355,1,1,1
134,2,1748,1141,152,354,1,1,1
135,2,1753,1140,152,355,1,1,1
136,2,1757,1140,153,355,1,1,1
137,2,1761,1139,154,355,1,1,1
138,2,1766,1138,154,356,1,1,1
139,2,1770,1138,155,355,1,1,1
140,2,1774,1137,156,356,1,1,1
141,2,1779,1137,156,356,1,1,1
142,2,1781,1137,157,356,1,1,1
143,2,1784,1138,158,355,1,1,1
144,2,1786,1139,159,354,1,1,1
145,2,1789,1139,160,354,1,1,1
146,2,1791,1140,162,354,1,1,1
147,2,1794,1141,162,353,1,1,1
148,2,1796,1141,164,353,1,1,1
149,2,1799,1142,164,352,1,1,1
150,2,1801,1143,166,351,1,1,1
151,2,1804,1144,167,351,1,1,1
152,2,1808,1144,165,351,1,1,1
153,2,1813,1145,162,351,1,1,1
154,2,1818,1146,159,350,1,1,1
155,2,1822,1147,158,350,1,1,1
156,2,1827,1148,155,350,1,1,1
157,2,1832,1148,152,350,1,1,1
158,2,1836,1149,151,350,1,1,1
159,2,1841,1150,148,349,1,1,1
160,2,1846,1151,145,349,1,1,1
161,2,1851,1152,143,349,1,1,1
162,2,1854,1151,142,347,1,1,1
163,2,1857,1151,141,345,1,1,1
164,2,1860,1151,140,343,1,1,1
165,2,1864,1151,139,341,1,1,1
166,2,1867,1151,138,339,1,1,1
167,2,1870,1151,137,336,1,1,1
168,2,1874,1151,136,334,1,1,1
169,2,1877,1151,135,332,1,1,1
170,2,1880,1151,134,330,1,1,1
171,2,1884,1151,133,328,1,1,1
172,2,1887,1151,132,325,1,1,1
173,2,1890,1151,131,323,1,1,1
174,2,1893,1151,130,321,1,1,1
175,2,1897,1151,129,319,1,1,1
176,2,1900,1151,128,317,1,1,1
177,2,1903,1151,127,314,1,1,1
178,2,1907,1151,126,312,1,1,1
179,2,1910,1151,125,310,1,1,1
180,2,1913,1151,124,308,1,1,1
181,2,1917,1151,123,306,1,1,1
182,2,1922,1151,121,305,1,1,1
183,2,1928,1151,118,304,1,1,1
184,2,1934,1151,115,303,1,1,1
185,2,1939,1151,113,302,1,1,1
186,2,1945,1151,111,301,1,1,1
187,2,1951,1151,108,300,1,1,1
188,2,1956,1151,106,299,1,1,1
189,2,1962,1151,103,298,1,1,1
190,2,1968,1151,100,297,1,1,1
191,2,1974,1152,98,295,1,1,1
341,2,1813,1148,76,269,1,1,1
342,2,1810,1147,76,271,1,1,1
343,2,1807,1146,76,274,1,1,1
344,2,1804,1145,76,276,1,1,1
345,2,1801,1144,76,279,1,1,1
346,2,1798,1143,77,281,1,1,1
347,2,1795,1142,77,284,1,1,1
348,2,1792,1141,77,286,1,1,1
349,2,1789,1140,77,289,1,1,1
350,2,1786,1139,77,291,1,1,1
351,2,1783,1139,78,293,1,1,1
352,2,1779,1138,79,293,1,1,1
353,2,1775,1138,81,293,1,1,1
354,2,1771,1138,82,293,1,1,1
355,2,1768,1138,83,293,1,1,1
356,2,1764,1138,85,293,1,1,1
357,2,1760,1137,86,293,1,1,1
358,2,1757,1137,87,293,1,1,1
359,2,1753,1137,88,293,1,1,1
360,2,1749,1137,90,293,1,1,1
