1, 1938, 2105.64, 1194.75, 277.68, 720.28, 1, -1, -1, -1
1, 1939, 992.13, 1197.64, 135.93, 321.98, 1, -1, -1, -1
1, 1940, 2340.84, 1180.61, 287.91, 753.50, 1, -1, -1, -1
1, 1941, 2871.97, 1212.26, 113.51, 303.01, 1, -1, -1, -1
1, 1942, 2616.49, 1211.06, 116.05, 291.91, 1, -1, -1, -1
1, 1943, 2048.97, 1175.00, 169.28, 416.11, 1, -1, -1, -1
1, 1944, 1835.43, 1171.27, 144.21, 355.29, 1, -1, -1, -1
2, 1938, 2115.67, 1194.87, 276.84, 718.30, 1, -1, -1, -1
2, 1939, 988.97, 1196.23, 136.77, 323.97, 1, -1, -1, -1
2, 1940, 2342.78, 1180.89, 287.20, 751.71, 1, -1, -1, -1
2, 1941, 2874.70, 1208.99, 115.17, 307.66, 1, -1, -1, -1
2, 1942, 2614.99, 1211.95, 115.52, 290.56, 1, -1, -1, -1
2, 1943, 2042.16, 1173.82, 169.48, 416.80, 1, -1, -1, -1
2, 1944, 1836.91, 1170.86, 141.95, 349.65, 1, -1, -1, -1
3, 1938, 2119.15, 1187.62, 277.34, 720.41, 1, -1, -1, -1
3, 1939, 987.31, 1194.89, 136.67, 323.66, 1, -1, -1, -1
3, 1940, 2343.06, 1177.90, 288.65, 755.32, 1, -1, -1, -1
3, 1941, 2877.37, 1210.26, 114.08, 304.98, 1, -1, -1, -1
3, 1942, 2607.99, 1209.81, 117.13, 294.35, 1, -1, -1, -1
3, 1943, 2039.74, 1170.70, 169.75, 417.69, 1, -1, -1, -1
3, 1944, 1836.95, 1170.50, 141.52, 348.58, 1, -1, -1, -1
4, 1938, 2129.19, 1185.01, 276.33, 719.23, 1, -1, -1, -1
4, 1939, 985.94, 1192.89, 137.03, 324.43, 1, -1, -1, -1
4, 1940, 2343.28, 1169.25, 289.68, 757.62, 1, -1, -1, -1
4, 1941, 2877.86, 1205.12, 116.28, 310.96, 1, -1, -1, -1
4, 1942, 2605.78, 1209.34, 116.31, 292.10, 1, -1, -1, -1
4, 1943, 2037.20, 1168.05, 170.34, 419.46, 1, -1, -1, -1
4, 1944, 1835.94, 1169.02, 141.74, 349.12, 1, -1, -1, -1
5, 1938, 2134.31, 1184.60, 275.24, 718.46, 1, -1, -1, -1
5, 1939, 982.58, 1191.00, 136.93, 324.14, 1, -1, -1, -1
5, 1940, 2353.08, 1168.39, 286.48, 748.93, 1, -1, -1, -1
5, 1941, 2881.19, 1201.60, 117.54, 313.83, 1, -1, -1, -1
5, 1942, 2603.42, 1207.85, 115.57, 290.37, 1, -1, -1, -1
5, 1943, 2035.57, 1167.45, 170.08, 418.88, 1, -1, -1, -1
5, 1944, 1834.40, 1167.07, 142.47, 350.86, 1, -1, -1, -1
6, 1938, 2137.96, 1185.49, 273.07, 715.03, 1, -1, -1, -1
6, 1939, 980.65, 1189.28, 137.42, 325.02, 1, -1, -1, -1
6, 1940, 2356.67, 1165.86, 286.41, 748.65, 1, -1, -1, -1
6, 1941, 2886.77, 1202.93, 115.65, 308.08, 1, -1, -1, -1
6, 1942, 2602.53, 1208.42, 113.47, 285.44, 1, -1, -1, -1
6, 1943, 2031.53, 1167.25, 166.90, 411.23, 1, -1, -1, -1
6, 1944, 1833.31, 1164.87, 143.00, 352.37, 1, -1, -1, -1
7, 1938, 2147.24, 1186.99, 270.55, 710.52, 1, -1, -1, -1
7, 1939, 978.11, 1187.46, 138.30, 326.97, 1, -1, -1, -1
7, 1940, 2358.17, 1160.74, 285.28, 745.60, 1, -1, -1, -1
7, 1941, 2890.40, 1202.25, 114.02, 302.67, 1, -1, -1, -1
7, 1942, 2596.58, 1206.92, 113.83, 287.01, 1, -1, -1, -1
7, 1943, 2029.56, 1167.43, 165.42, 407.89, 1, -1, -1, -1
7, 1944, 1832.41, 1162.27, 143.92, 354.64, 1, -1, -1, -1
8, 1938, 2152.29, 1189.58, 267.16, 703.99, 1, -1, -1, -1
8, 1939, 973.72, 1184.86, 139.88, 330.65, 1, -1, -1, -1
8, 1940, 2358.18, 1155.98, 286.76, 749.23, 1, -1, -1, -1
8, 1941, 2891.94, 1201.60, 113.95, 301.23, 1, -1, -1, -1
8, 1942, 2594.26, 1206.63, 113.21, 286.16, 1, -1, -1, -1
8, 1943, 2028.29, 1168.91, 163.67, 403.81, 1, -1, -1, -1
8, 1944, 1831.38, 1159.89, 144.81, 356.83, 1, -1, -1, -1
9, 1938, 2155.48, 1191.12, 264.41, 698.34, 1, -1, -1, -1
9, 1939, 968.12, 1184.02, 140.17, 331.00, 1, -1, -1, -1
9, 1940, 2358.81, 1154.46, 287.00, 749.86, 1, -1, -1, -1
9, 1941, 2896.25, 1201.41, 114.48, 300.68, 1, -1, -1, -1
9, 1942, 2593.17, 1203.61, 112.53, 284.81, 1, -1, -1, -1
9, 1943, 2026.77, 1168.94, 163.18, 402.42, 1, -1, -1, -1
9, 1944, 1830.24, 1157.06, 145.87, 359.79, 1, -1, -1, -1
9, 1945, 3129.49, 1211.60, 55.79, 128.01, 1, -1, -1, -1
10, 1938, 2163.32, 1192.32, 262.64, 694.03, 1, -1, -1, -1
10, 1939, 966.84, 1183.55, 138.49, 326.73, 1, -1, -1, -1
10, 1940, 2359.87, 1155.83, 285.52, 746.32, 1, -1, -1, -1
10, 1941, 2899.69, 1204.97, 112.70, 294.79, 1, -1, -1, -1
10, 1942, 2591.42, 1201.44, 112.83, 285.83, 1, -1, -1, -1
10, 1943, 2025.32, 1168.41, 163.44, 402.87, 1, -1, -1, -1
10, 1944, 1829.94, 1155.53, 145.95, 360.68, 1, -1, -1, -1
11, 1938, 2166.71, 1189.12, 261.20, 690.14, 1, -1, -1, -1
11, 1939, 965.75, 1183.43, 137.80, 325.01, 1, -1, -1, -1
11, 1940, 2361.01, 1158.14, 283.56, 741.28, 1, -1, -1, -1
11, 1941, 2901.52, 1203.67, 113.04, 295.78, 1, -1, -1, -1
11, 1942, 2590.34, 1202.14, 111.66, 283.14, 1, -1, -1, -1
11, 1943, 2024.62, 1168.39, 163.40, 402.39, 1, -1, -1, -1
11, 1944, 1830.45, 1155.38, 145.74, 360.41, 1, -1, -1, -1
12, 1938, 2168.85, 1188.18, 260.21, 687.29, 1, -1, -1, -1
12, 1939, 963.89, 1184.91, 136.65, 321.96, 1, -1, -1, -1
12, 1940, 2368.42, 1161.65, 281.17, 734.58, 1, -1, -1, -1
12, 1941, 2904.05, 1202.32, 113.87, 298.09, 1, -1, -1, -1
12, 1942, 2589.86, 1202.97, 110.80, 281.44, 1, -1, -1, -1
12, 1943, 2019.51, 1168.15, 163.75, 402.85, 1, -1, -1, -1
12, 1944, 1831.31, 1156.27, 145.13, 358.70, 1, -1, -1, -1
12, 1945, 3121.62, 1212.88, 54.21, 124.38, 1, -1, -1, -1
13, 1938, 2170.13, 1186.74, 260.11, 688.22, 1, -1, -1, -1
13, 1939, 960.64, 1182.89, 137.47, 324.16, 1, -1, -1, -1
13, 1940, 2372.07, 1165.53, 278.74, 727.32, 1, -1, -1, -1
13, 1941, 2908.99, 1198.39, 116.80, 304.72, 1, -1, -1, -1
13, 1942, 2589.39, 1202.30, 110.31, 281.08, 1, -1, -1, -1
13, 1943, 2017.47, 1168.22, 163.23, 402.22, 1, -1, -1, -1
13, 1944, 1833.64, 1156.97, 142.94, 352.19, 1, -1, -1, -1
13, 1945, 3119.04, 1212.69, 53.42, 122.64, 1, -1, -1, -1
14, 1938, 2170.65, 1184.16, 260.46, 690.54, 1, -1, -1, -1
14, 1939, 958.64, 1182.74, 137.23, 323.90, 1, -1, -1, -1
14, 1940, 2374.45, 1167.56, 276.57, 721.53, 1, -1, -1, -1
14, 1941, 2911.30, 1193.41, 118.61, 307.66, 1, -1, -1, -1
14, 1942, 2584.20, 1200.67, 111.11, 283.36, 1, -1, -1, -1
14, 1943, 2016.12, 1167.56, 162.88, 402.22, 1, -1, -1, -1
14, 1944, 1835.97, 1157.57, 142.15, 348.87, 1, -1, -1, -1
14, 1945, 3117.18, 1212.86, 53.18, 122.24, 1, -1, -1, -1
15, 1938, 2172.34, 1182.42, 259.38, 689.53, 1, -1, -1, -1
15, 1939, 955.72, 1185.12, 135.07, 318.85, 1, -1, -1, -1
15, 1940, 2376.06, 1168.71, 274.88, 718.38, 1, -1, -1, -1
15, 1941, 2913.57, 1191.04, 119.27, 307.58, 1, -1, -1, -1
15, 1942, 2581.51, 1199.35, 110.98, 283.52, 1, -1, -1, -1
15, 1943, 2014.53, 1166.72, 162.38, 401.87, 1, -1, -1, -1
15, 1944, 1836.98, 1155.79, 143.57, 350.90, 1, -1, -1, -1
16, 1938, 2174.09, 1178.22, 257.02, 685.53, 1, -1, -1, -1
16, 1939, 952.59, 1182.44, 136.47, 322.20, 1, -1, -1, -1
16, 1940, 2377.58, 1168.25, 273.97, 717.42, 1, -1, -1, -1
16, 1941, 2914.74, 1188.19, 120.03, 308.31, 1, -1, -1, -1
16, 1942, 2578.64, 1197.41, 111.10, 283.73, 1, -1, -1, -1
16, 1943, 2012.93, 1164.35, 162.39, 403.30, 1, -1, -1, -1
16, 1944, 1836.54, 1153.12, 145.84, 354.68, 1, -1, -1, -1
16, 1946, 3488.67, 1196.29, 126.23, 308.13, 1, -1, -1, -1
16, 1945, 3109.29, 1211.27, 52.55, 120.84, 1, -1, -1, -1
17, 1938, 2180.28, 1173.28, 255.98, 686.56, 1, -1, -1, -1
17, 1939, 947.85, 1177.94, 139.25, 328.98, 1, -1, -1, -1
17, 1940, 2379.04, 1168.85, 272.28, 714.78, 1, -1, -1, -1
17, 1941, 2915.28, 1184.63, 121.13, 309.67, 1, -1, -1, -1
17, 1942, 2577.38, 1197.08, 109.83, 281.31, 1, -1, -1, -1
17, 1943, 2008.03, 1164.26, 161.22, 401.58, 1, -1, -1, -1
17, 1944, 1836.20, 1152.46, 146.76, 354.94, 1, -1, -1, -1
17, 1946, 3487.93, 1196.37, 126.27, 308.63, 1, -1, -1, -1
17, 1945, 3106.71, 1211.57, 51.77, 119.08, 1, -1, -1, -1
18, 1938, 2184.49, 1172.28, 252.61, 681.39, 1, -1, -1, -1
18, 1939, 944.16, 1174.77, 140.50, 331.85, 1, -1, -1, -1
18, 1940, 2379.65, 1163.95, 270.79, 713.80, 1, -1, -1, -1
18, 1941, 2919.21, 1182.11, 122.61, 311.82, 1, -1, -1, -1
18, 1942, 2572.01, 1195.38, 109.65, 282.09, 1, -1, -1, -1
18, 1943, 2005.79, 1164.64, 159.85, 398.40, 1, -1, -1, -1
18, 1944, 1836.32, 1152.44, 147.13, 353.63, 1, -1, -1, -1
18, 1946, 3479.59, 1192.29, 126.07, 308.53, 1, -1, -1, -1
19, 1938, 2187.31, 1167.11, 250.64, 678.38, 1, -1, -1, -1
19, 1939, 940.20, 1173.69, 140.38, 331.60, 1, -1, -1, -1
19, 1940, 2380.99, 1162.51, 268.08, 709.45, 1, -1, -1, -1
19, 1941, 2920.67, 1179.98, 124.25, 313.55, 1, -1, -1, -1
19, 1942, 2569.29, 1194.39, 109.34, 282.43, 1, -1, -1, -1
19, 1943, 2004.34, 1163.74, 157.21, 392.28, 1, -1, -1, -1
19, 1944, 1836.50, 1152.45, 147.25, 352.33, 1, -1, -1, -1
19, 1946, 3475.22, 1190.36, 125.96, 308.78, 1, -1, -1, -1
20, 1938, 2189.39, 1165.54, 247.99, 673.63, 1, -1, -1, -1
20, 1939, 936.67, 1173.14, 140.18, 331.11, 1, -1, -1, -1
20, 1940, 2382.38, 1163.09, 264.65, 701.92, 1, -1, -1, -1
20, 1941, 2921.48, 1178.07, 126.79, 316.17, 1, -1, -1, -1
